O=C([O-])CCC[C@@H](O)C(=O)[O-]
O=C([O-])C[C@@H](O)[C@@H](O)C(=O)[O-]
O=C([O-])C[C@H]1C[C@@H]1CC(=O)[O-]
NC(=O)NN(CC(=O)[O-])CC(=O)[O-]
O=C([O-])CN(CC(=O)[O-])[N+](=O)[O-]
O=C([O-])CN1CC[NH+](CC(=O)[O-])CC1
CC(C)(CSCCC(=O)[O-])C(=O)[O-]
O=C([O-])[C@@H]1[C@@H](C(=O)[O-])C1(Cl)Cl
C=CCC(CCC)(C(=O)[O-])C(=O)[O-]
CC(C)[C@H](CC[C@H](C)C(=O)[O-])C(=O)[O-]
OC(O)c1n[nH]c(C(O)O)n1
O=C([O-])CC1(C(=O)[O-])CCCCCC1
C[C@H]1CCC(CC(=O)[O-])(CC(=O)[O-])C1
C[C@H]1CCCC(CC(=O)[O-])(CC(=O)[O-])C1
CC1(C)[C@@H](C(=O)[O-])C[C@@H]1CC(=O)[O-]
O=C([O-])CC1=C(C(=O)[O-])CCCC1
CC(C)(CSC[C@@H](NC=O)C(=O)[O-])C(=O)[O-]
C[C@@H]([C@@H](C)C(=O)[O-])[NH+]1CCNC[C@@H]1C(=O)[O-]
O=C([O-])CCC[C@@H](O)C(=O)[O-]
O=C([O-])C[C@@H](O)[C@@H](O)C(=O)[O-]
O=C([O-])C[C@H]1C[C@@H]1CC(=O)[O-]
O=C([O-])CN(CC(=O)[O-])[N+](=O)[O-]
O=C([O-])CN1CC[NH+](CC(=O)[O-])CC1
CC(C)(CSCCC(=O)[O-])C(=O)[O-]
O=C([O-])[C@@H]1[C@@H](C(=O)[O-])C1(Cl)Cl
CC(C)[C@H](CC[C@H](C)C(=O)[O-])C(=O)[O-]
OC(O)c1n[nH]c(C(O)O)n1
C=C1C[C@H](C(=O)[O-])[C@@H](C(=O)[O-])C1
O=C([O-])CC1(C(=O)[O-])CCCCCC1
C[C@H]1CCC(CC(=O)[O-])(CC(=O)[O-])C1
CC1(C)[C@@H](C(=O)[O-])C[C@@H]1CC(=O)[O-]
O=C([O-])CC1=C(C(=O)[O-])CCCC1
CC(C)(C)C1C[C@H](C(=O)[O-])C[C@H](C(=O)[O-])C1
CC(C)(CSC[C@@H](NC=O)C(=O)[O-])C(=O)[O-]
C[C@@H]([C@@H](C)C(=O)[O-])[NH+]1CCNC[C@@H]1C(=O)[O-]
C[C@]1(C(=O)[O-])[C@H]2CC[C@H](C2)[C@H]1C(=O)[O-]
CC1(C)[C@H](C(=O)[O-])[C@H]1C(=O)NCC(=O)[O-]
[NH3+]C[C@@H]1CC[C@@H](C(=O)N(CC(=O)[O-])CC(=O)[O-])O1
O=C([O-])CSc1ccc(C(=O)[O-])cc1
O=C([O-])CC12CC3CC(C1)CC(CC(=O)[O-])(C3)C2
O=C([O-])[C@@H]1CS[C@]2(C(=O)[O-])CCC(=O)N12
[NH3+][C@@H](C(=O)[O-])c1ccc(C(=O)[O-])cc1
O=C([O-])[C@@H]1C[C@H]2CC[C@@H]([C@H]1C(=O)[O-])C21CC1
C[C@@H](c1ccccc1)[C@@H](CC(=O)[O-])C(=O)[O-]
O=C([O-])c1ccc(C(=O)[O-])c(Br)c1
C[C@H]1[C@H]([NH+](CC(=O)[O-])CC(=O)[O-])C[C@@H]2C[C@H]1C2(C)C
CNc1ccc(C(=O)[O-])cc1C(=O)[O-]
[NH3+][C@H](C(=O)[O-])c1cccc(CC(=O)[O-])c1
C[C@@]([NH3+])(C(=O)[O-])c1ccc(C(=O)[O-])cc1
C[C@H](CSCc1ccc(C(=O)[O-])cc1)C(=O)[O-]
CC1(C)C(CNC(=O)N(CC(=O)[O-])CC(=O)[O-])C1(C)C
CC(C)Oc1ccc([C@@H](CC(=O)[O-])C(=O)[O-])cc1
COc1ccc(C[C@H](C(=O)[O-])[C@@H](C)C(=O)[O-])cc1
O=C([O-])/C=C/c1cccc(/C=C/C(=O)[O-])n1
O=C1c2ccccc2C(=O)C(O)(O)C1(O)O
CC(C)(C)c1cc(C(=O)[O-])c(O)c(C(=O)[O-])c1
O=C([O-])c1cc(C(=O)[O-])cc(N2CCCCCC2)c1
O=C([O-])CCCC(=O)Nc1ccccc1C(=O)[O-]
C[C@@H](CC(=O)[O-])CC(=O)Nc1ccc(C(=O)[O-])cc1
COc1cc(CC(=O)[O-])cc([C@H]([NH3+])C(=O)[O-])c1O
CCN(Cc1ccccn1)C(=O)N(CC(=O)[O-])CC(=O)[O-]
O=C([O-])CSC(SCC(=O)[O-])c1ccc2c(c1)OCO2
O=C([O-])c1ccccc1C[NH+]1CC[C@H](O)C[C@@H]1C(=O)[O-]
COC(=O)c1sc(C(=O)OC)c(C(=O)[O-])c1C(=O)[O-]
Cc1ccc(NC(=O)N(CC(=O)[O-])CC(=O)[O-])c(C)n1
CC[C@](C)([NH3+])C(=O)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1
O=C([O-])CC[C@@H](C(=O)[O-])N1Cc2ccccc2C1=O
CC(C)(C)C(=O)Nc1cc(C(=O)[O-])ccc1C(=O)[O-]
O=C([O-])c1ccc(S(=O)(=O)[O-])cc1C(=O)[O-]
O=C([O-])c1ccc(-c2ccc(C(=O)[O-])s2)cc1
O=C([O-])c1ccnc(-c2cc(C(=O)[O-])ccn2)c1
O=C([O-])Cn1cnc2ccc(C(=O)[O-])cc21
C[C@@H](CS(=O)(=O)Nc1ccc(C(=O)[O-])cc1)C(=O)[O-]
C[C@H](CNC(=O)[C@@H]1CCCC[C@@H]1C(=O)[O-])NC(=O)[C@@H]1CCCC[C@@H]1C(=O)[O-]
CC1=CCC[C@H]2[C@]1(C)CC[C@@H](C)[C@]2(C)CC/C(=C\C(=O)[O-])C(=O)[O-]
O=C([O-])c1ccccc1SSc1ccccc1C(=O)[O-]
O=C([O-])CCNS(=O)(=O)c1ccc(Cl)c(C(=O)[O-])c1
O=C([O-])c1cc(NC(=O)[C@@H]2CCCC[C@@H]2C(=O)[O-])ccc1Cl
CCC[NH+]1CC2(CCN(c3ccc(C(=O)[O-])c[nH+]3)CC2)C[C@@H]1C(=O)[O-]
Cc1oc(C(=O)[O-])cc1CSCc1ccoc1C(=O)[O-]
COc1ccc([C@@H](C(=O)[O-])[C@H](C(=O)[O-])c2ccccc2)cc1
Cc1ccc(C(=O)[O-])cc1NC(=O)[C@H]1CC=CC[C@H]1C(=O)[O-]
O=C([O-])CC[C@H](C(=O)[O-])N1C(=O)/C(=C\c2ccco2)SC1=S
O=C([O-])CC[C@@H](C(=O)[O-])N1C(=O)/C(=C/c2ccco2)SC1=S
O=C([O-])c1cc(NC(=O)[C@@H]2CC=CC[C@H]2C(=O)[O-])ccc1Cl
O=C([O-])c1ccc(Cl)c(NC(=O)[C@H]2CC=CC[C@H]2C(=O)[O-])c1
O=C([O-])C[C@@H]1OC(=O)c2cc3c(cc21)C(=O)O[C@H]3CC(=O)[O-]
Nc1cc(C(=O)[O-])cc(-c2cccc(C(=O)[O-])c2)c1
O=C([O-])c1cccc(-c2cnc(O)c(C(=O)[O-])c2)c1
CC1(C)[C@H](C(=O)Nc2cccc(C(=O)[O-])c2)CC[C@]1(C)C(=O)[O-]
O=C([O-])c1cc(F)cc(-c2ccnc(C(=O)[O-])c2)c1
Cc1ccccc1C(c1ccccc1C)C(CC(=O)[O-])CC(=O)[O-]
O=C([O-])CCc1ccc(-c2ccc(F)cc2)n1CCC(=O)[O-]
O=C([O-])[C@@H]1Cc2c([nH]c3ccccc23)[C@H](C(=O)[O-])[NH2+]1
O=C([O-])[C@@H]1CC2=c3ccccc3=[NH+][C@H]2[C@H](C(=O)[O-])[NH2+]1
O=C([O-])c1cccc(NC(=O)[C@@H]2[C@H]3C=C[C@H](O3)[C@@H]2C(=O)[O-])c1
O=C([O-])CCN(C(=O)[C@H]1[C@@H](C(=O)[O-])[C@@H]2C=C[C@H]1C2)c1ccccc1
COc1ccc(-c2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1O
O=C([O-])CSc1nnc(-c2cccc(Cl)c2)n1CC(=O)[O-]
C[C@@H]1CS[C@H]([C@H]([NH3+])C(=O)N[C@H](C(=O)[O-])c2ccccc2)N=C1C(=O)[O-]
CN1C(=O)C[C@@H](C(=O)[O-])C12CCN(c1cc(C(=O)[O-])cc[nH+]1)CC2
O=C([O-])c1cc(NC(=O)[C@@H]2CC(Cl)=CC[C@H]2C(=O)[O-])ccc1O
CSCC[C@H](Nc1ncnc2cc(C(=O)[O-])ccc12)C(=O)[O-]
O=C([O-])/C=C/C(=O)Nc1ccc(Cl)c(NC(=O)/C=C/C(=O)[O-])c1
O=C([O-])c1ccc(-c2cc(C(=O)[O-])cc(C(F)(F)F)c2)cc1
Cn1cnnc1SCC(=O)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1
Cc1cccc(/C=C2\SC(=S)N([C@H](CCC(=O)[O-])C(=O)[O-])C2=O)c1
O=C([O-])CCn1cc(C[NH+]2C[C@@H](C(=O)[O-])[C@H](c3ccncc3)C2)cn1
O=C([O-])c1cccc(-c2cc(C(=O)[O-])cc(C(F)(F)F)c2)c1
O=C([O-])c1cc(NC(=O)c2ncccc2C(=O)[O-])ccc1O
O=C([O-])[C@@]12Nc3ccccc3[C@@](C(=O)[O-])(Nc3ccccc31)O2
CC(=O)Nc1ccccc1Oc1ccc(C(=O)[O-])c(C(=O)[O-])c1
